"alpha","beta","N.tot","S.frac","sigma","cv.abund","S.tot","alpha.const","slope.P","slope.E","slope.S1","mean.P.minus","mean.log.abund","E.happened","type"
0.7,1,1000,0.1,0.1,10,100,TRUE,-0.0313428914604221,0.574655983709809,0.616230252391611,0.98827611286961,1.36770581118744,TRUE,"Positive DD"
0.9,1,1000,0.1,0.1,10,100,TRUE,-0.0116060599737886,0.598466057593651,0.612481559149812,0.996700447140722,1.69637137954442,TRUE,"Positive DD"
0.99,1,1000,0.1,0.1,10,100,TRUE,0,0.597195913231801,0.597195913231801,0.999634575963301,1.54625707028988,TRUE,"Positive DD"
0.01,4,1000,0.1,0.1,10,100,TRUE,-0.0964903710510524,0.418533538693485,0.591283586789725,0.925732956207604,1.63836456242593,TRUE,"Positive DD"
0.1,4,1000,0.1,0.1,10,100,TRUE,-0.0670945948507121,0.491720649712875,0.58962550805768,0.957684261908889,1.68811775947127,TRUE,"Positive DD"
0.3,4,1000,0.1,0.1,10,100,TRUE,-0.0433083804356085,0.588723445407729,0.64939473993218,0.97703701158057,1.34578653066643,TRUE,"Positive DD"
0.5,4,1000,0.1,0.1,10,100,TRUE,-0.0190416544306688,0.600015695898686,0.623669253235827,0.988847789622752,1.3318521863519,TRUE,"Positive DD"
0.7,4,1000,0.1,0.1,10,100,TRUE,-0.00794289737602531,0.628772239133997,0.638306869077644,0.995135386055762,1.31363416285495,TRUE,"Positive DD"
0.9,4,1000,0.1,0.1,10,100,TRUE,-0.00419300871392811,0.622854364683871,0.62776801525345,0.998265130844741,1.48649945719619,TRUE,"Positive DD"
0.99,4,1000,0.1,0.1,10,100,TRUE,0,0.5884537173356,0.5884537173356,0.999892555098897,1.70883624938217,TRUE,"Positive DD"
0.01,-4,100,0.2,0.1,10,20,TRUE,-0.0023687269836106,0.124703606577161,0.59021551209287,0.000278740072735256,1.38183669433793,TRUE,"Negative DD"
0.1,-4,100,0.2,0.1,10,20,TRUE,NA,NA,0.655689538465079,0.00438937404160858,1.14776262922947,FALSE,"Negative DD"
0.3,-4,100,0.2,0.1,10,20,TRUE,0.00969776969524928,0.999999999470555,0.693888389021376,0.01060477990781,1.35969612892089,TRUE,"Negative DD"
0.5,-4,100,0.2,0.1,10,20,TRUE,-0.008270893195227,-0.446184560061958,0.688569193426188,0.0249260050842389,1.31273267629037,TRUE,"Negative DD"
0.7,-4,100,0.2,0.1,10,20,TRUE,0.0172518078316093,0.999999999999992,0.733383441517962,0.0576481582751998,0.977931707514427,TRUE,"Negative DD"
0.9,-4,100,0.2,0.1,10,20,TRUE,0.0478914634956153,0.843559437864587,0.67495841132148,0.128175773036448,1.07627895744805,TRUE,"Negative DD"
0.99,-4,100,0.2,0.1,10,20,TRUE,0.0617998311742926,0.907232842212086,0.709255159274901,0.18512226281105,1.52217713787881,TRUE,"Negative DD"
0.01,-1,100,0.2,0.1,10,20,TRUE,NA,NA,0.573344930453013,0.000543592617701363,1.8342895293027,FALSE,"Negative DD"
0.1,-1,100,0.2,0.1,10,20,TRUE,-0.0028267090334878,0.124703606577161,0.635238534011956,0.00628060311243827,1.42802000923862,TRUE,"Negative DD"
0.3,-1,100,0.2,0.1,10,20,TRUE,0.0146842496505542,0.999999999470555,0.621437241258434,0.0164046724997289,1.794996512266,TRUE,"Negative DD"
0.5,-1,100,0.2,0.1,10,20,TRUE,0.0154620036044176,0.828494352472672,0.730828749404118,0.0658819450303847,1.37320642210239,TRUE,"Negative DD"
0.7,-1,100,0.2,0.1,10,20,TRUE,0.0369824187101953,0.903945520686882,0.660091920480583,0.0975640030792072,1.2130299135899,TRUE,"Negative DD"
0.9,-1,100,0.2,0.1,10,20,TRUE,0.0397192278116276,0.716960012909603,0.616187726870748,0.13189604284111,1.39938273587374,TRUE,"Negative DD"
0.99,-1,100,0.2,0.1,10,20,TRUE,0.0406213376411918,0.606264384809506,0.557788247016293,0.288942658604476,1.84543574826312,TRUE,"Negative DD"
0.01,-0.4,100,0.2,0.1,10,20,TRUE,NA,NA,0.588055707546359,0.000957396554537356,1.13643918189467,FALSE,"Negative DD"
0.1,-0.4,100,0.2,0.1,10,20,TRUE,-0.00541010640333361,-11.9470837354298,0.710855114419333,0.01121559141897,1.22124169406794,TRUE,"Negative DD"
0.3,-0.4,100,0.2,0.1,10,20,TRUE,-0.00406407798418639,0.474203757156781,0.540729068120638,0.107698341127002,1.56173462145479,TRUE,"Negative DD"
0.5,-0.4,100,0.2,0.1,10,20,TRUE,0.0242716395801794,0.860694806905236,0.586983960972668,0.112100231265343,1.3214798765166,TRUE,"Negative DD"
0.7,-0.4,100,0.2,0.1,10,20,TRUE,0.0104935064244426,0.635009939315346,0.59006568294201,0.216778870075835,1.45852819174507,TRUE,"Negative DD"
0.9,-0.4,100,0.2,0.1,10,20,TRUE,0.0615749335039936,0.814554423042917,0.689399318390099,0.313782545528059,0.943633649807234,TRUE,"Negative DD"
0.99,-0.4,100,0.2,0.1,10,20,TRUE,-0.027371021345642,0.573668011313936,0.613423844433694,0.957927434606598,1.3133342205365,TRUE,"Negative DD"
0.01,0,100,0.2,0.1,10,20,TRUE,-0.00338131650208351,-11.9470837354298,0.591877642150247,0.01,1.09150884642146,TRUE,"Constant death"
0.1,0,100,0.2,0.1,10,20,TRUE,-0.0188043584389373,-0.7300044747907,0.473426733144586,0.1,1.57749709839163,TRUE,"Constant death"
0.3,0,100,0.2,0.1,10,20,TRUE,-0.00861730977285191,0.712046586663683,0.720261793119443,0.3,1.28730210271997,TRUE,"Constant death"
0.5,0,100,0.2,0.1,10,20,TRUE,-0.0159570815128628,0.5445539152579,0.53768081795965,0.5,1.36233818541941,TRUE,"Constant death"
0.7,0,100,0.2,0.1,10,20,TRUE,-0.0331706455488055,0.607438431362171,0.656356196012826,0.7,1.3004121103978,TRUE,"Constant death"
0.9,0,100,0.2,0.1,10,20,TRUE,-0.0510753212665849,0.558049225040684,0.636415816353413,0.9,1.53385233370435,TRUE,"Constant death"
0.99,0,100,0.2,0.1,10,20,TRUE,0,0.619377915342046,0.619377915342046,0.99,1.31005727380281,TRUE,"Constant death"
0.01,0.4,100,0.2,0.1,10,20,TRUE,-0.0491250165599659,0.401957657185244,0.736496399846247,0.571396109136443,1.15936702871928,TRUE,"Positive DD"
0.1,0.4,100,0.2,0.1,10,20,TRUE,-0.0744654901452236,0.290953490959736,0.466890216333172,0.69892264043234,1.93068820399609,TRUE,"Positive DD"
0.3,0.4,100,0.2,0.1,10,20,TRUE,-0.0344516282102126,0.514422061766147,0.559419502752603,0.979098589298553,1.75595271968778,TRUE,"Positive DD"
0.5,0.4,100,0.2,0.1,10,20,TRUE,-0.106930853728409,0.412271413161305,0.629699141969935,0.893652562297715,1.0392074069027,TRUE,"Positive DD"
0.7,0.4,100,0.2,0.1,10,20,TRUE,-0.0792194151916707,0.492074766384594,0.617769152400134,0.891688926408722,1.33761378158207,TRUE,"Positive DD"
0.9,0.4,100,0.2,0.1,10,20,TRUE,-0.0112462834574792,0.666459926539405,0.679958585926216,0.98305765215534,0.882919454310758,TRUE,"Positive DD"
0.99,0.4,100,0.2,0.1,10,20,TRUE,-0.00939217738357953,0.675882996788447,0.687049841555095,0.99678571797619,1.21989239993554,TRUE,"Positive DD"
0.01,1,100,0.2,0.1,10,20,TRUE,-0.079883332914595,0.320738883135291,0.688518205262647,0.532009978263782,1.29487969454259,TRUE,"Positive DD"
0.1,1,100,0.2,0.1,10,20,TRUE,-0.0895919143034939,0.487359761780578,0.621437241258434,0.847165074301964,1.61184173025777,TRUE,"Positive DD"
0.3,1,100,0.2,0.1,10,20,TRUE,-0.0700286059248029,0.550637573719858,0.669455782429937,0.883989780717757,1.47989877778872,TRUE,"Positive DD"
0.5,1,100,0.2,0.1,10,20,TRUE,-0.0547608221899104,0.536680472413913,0.616700614218739,0.939945858055721,1.68185629024848,TRUE,"Positive DD"
0.7,1,100,0.2,0.1,10,20,TRUE,-0.0654433046508514,0.499074864988813,0.596219238655211,0.980503648598211,1.24653552434603,TRUE,"Positive DD"
0.9,1,100,0.2,0.1,10,20,TRUE,0,0.673409933628037,0.673409933628037,0.994132401739106,1.1668764404043,TRUE,"Positive DD"
0.99,1,100,0.2,0.1,10,20,TRUE,0,0.627275688013742,0.627275688013742,0.999292469550261,1.41612603666807,TRUE,"Positive DD"
0.01,4,100,0.2,0.1,10,20,TRUE,-0.0997436025753921,0.419225829881621,0.58092961326057,0.911643740415417,1.65749623165883,TRUE,"Positive DD"
0.1,4,100,0.2,0.1,10,20,TRUE,-0.0470683636003593,0.564545059018117,0.630436403868569,0.930298004437078,1.27444177108639,TRUE,"Positive DD"
0.3,4,100,0.2,0.1,10,20,TRUE,-0.0254981341964863,0.624738942317192,0.658115859059798,0.967542875306222,1.49895686213457,TRUE,"Positive DD"
0.5,4,100,0.2,0.1,10,20,TRUE,-0.0468930910983073,0.606999548535617,0.673260359035223,0.969561977614207,1.22581344824582,TRUE,"Positive DD"
0.7,4,100,0.2,0.1,10,20,TRUE,-0.0114854130997199,0.611307610797133,0.625610419173548,0.988086134999086,1.27226900756653,TRUE,"Positive DD"
0.9,4,100,0.2,0.1,10,20,TRUE,0,0.488412531369055,0.488412531369055,0.999146653417024,2.08884007406259,TRUE,"Positive DD"
0.99,4,100,0.2,0.1,10,20,TRUE,0,0.590970763989323,0.590970763989323,0.999825586794639,1.68191137732206,TRUE,"Positive DD"
0.01,-4,1000,0.2,0.1,10,200,TRUE,NA,NA,0.67110329948021,0.000222277932642995,1.01413639370409,FALSE,"Negative DD"
0.1,-4,1000,0.2,0.1,10,200,TRUE,0.000221869085615852,0.711550055767067,0.652738148129595,0.00276092079152523,1.33803423109579,TRUE,"Negative DD"
0.3,-4,1000,0.2,0.1,10,200,TRUE,0.00721501300481912,0.919304116798724,0.694296471158494,0.0119037477281606,1.25432125648103,TRUE,"Negative DD"
0.5,-4,1000,0.2,0.1,10,200,TRUE,0.0135815041996751,0.838214284930546,0.668753803816347,0.0223091967894032,1.24614620103047,TRUE,"Negative DD"
0.7,-4,1000,0.2,0.1,10,200,TRUE,0.0315558872181433,0.888768555399504,0.668112406006357,0.0277879951258761,1.19589501881977,TRUE,"Negative DD"
0.9,-4,1000,0.2,0.1,10,200,TRUE,0.0475724706004611,0.854638425716455,0.673149575846127,0.0638462407332055,1.11811735501704,TRUE,"Negative DD"
0.99,-4,1000,0.2,0.1,10,200,TRUE,0.0670550724657136,0.812603320231666,0.633866496497993,0.154754066796761,1.37435324533908,TRUE,"Negative DD"
0.01,-1,1000,0.2,0.1,10,200,TRUE,NA,NA,0.627770219852273,0.000569736262760151,1.35035275773754,FALSE,"Negative DD"
0.1,-1,1000,0.2,0.1,10,200,TRUE,0.00471620830658851,0.937481929839706,0.654688778423748,0.00632474831950622,1.34821098919982,TRUE,"Negative DD"
0.3,-1,1000,0.2,0.1,10,200,TRUE,0.0141087062576023,0.809666377533356,0.666385869967847,0.0221534502716676,1.24139831293152,TRUE,"Negative DD"
0.5,-1,1000,0.2,0.1,10,200,TRUE,0.00507014519865793,0.657798718393438,0.643329598589081,0.0533473663269663,1.33064549872487,TRUE,"Negative DD"
0.7,-1,1000,0.2,0.1,10,200,TRUE,0.0235177535228191,0.766712241622326,0.645366056829061,0.0813744328784746,1.21488443387735,TRUE,"Negative DD"
0.9,-1,1000,0.2,0.1,10,200,TRUE,0.0511424826365096,0.814652397626275,0.686984714094656,0.145142132880872,1.07380603271193,TRUE,"Negative DD"
0.99,-1,1000,0.2,0.1,10,200,TRUE,0.0600010528080303,0.753324988366427,0.664812484131219,0.182456077933873,1.24705500664829,TRUE,"Negative DD"
0.01,-0.4,1000,0.2,0.1,10,200,TRUE,-0.000317401735792819,0.124703606577161,0.667341621597426,0.00140368641727086,1.00715945684142,TRUE,"Negative DD"
0.1,-0.4,1000,0.2,0.1,10,200,TRUE,-0.00143223189173545,0.546200829117098,0.638839428571332,0.0269059332393683,1.39371706554472,TRUE,"Negative DD"
0.3,-0.4,1000,0.2,0.1,10,200,TRUE,0.0109182314512978,0.703711791076824,0.636955201711543,0.072807569560215,1.27259568858965,TRUE,"Negative DD"
0.5,-0.4,1000,0.2,0.1,10,200,TRUE,-0.0129905891783287,0.619548465124217,0.6910418936776,0.0661718599573663,0.932562797246603,TRUE,"Negative DD"
0.7,-0.4,1000,0.2,0.1,10,200,TRUE,-0.00701976176233654,0.626122046956106,0.661098926574073,0.234076484428447,1.31433765841177,TRUE,"Negative DD"
0.9,-0.4,1000,0.2,0.1,10,200,TRUE,0.00516145590914981,0.68676353381171,0.680265002991972,0.310786535717417,1.05064202706786,TRUE,"Negative DD"
0.99,-0.4,1000,0.2,0.1,10,200,TRUE,0.00987763557762714,0.67925221299788,0.668971004165516,0.67530608626289,1.28607945076908,TRUE,"Negative DD"
0.01,0,1000,0.2,0.1,10,200,TRUE,-0.00091390980636362,-0.55804922503731,0.642533669803907,0.01,1.29033218598018,TRUE,"Constant death"
0.1,0,1000,0.2,0.1,10,200,TRUE,-0.0114989001983773,0.465054790863177,0.71812118132926,0.1,0.914643030547833,TRUE,"Constant death"
0.3,0,1000,0.2,0.1,10,200,TRUE,-0.0205059168678383,0.517269638159039,0.638053300766139,0.3,1.37481479290153,TRUE,"Constant death"
0.5,0,1000,0.2,0.1,10,200,TRUE,-0.0214011257633812,0.621227051093351,0.703121859572152,0.5,1.00987675086033,TRUE,"Constant death"
0.7,0,1000,0.2,0.1,10,200,TRUE,-0.0423706648350348,0.572929800794501,0.648313937851475,0.7,1.25159585432691,TRUE,"Constant death"
0.9,0,1000,0.2,0.1,10,200,TRUE,-0.0214438011785921,0.621664500122345,0.649250202170914,0.9,1.29024068353796,TRUE,"Constant death"
0.99,0,1000,0.2,0.1,10,200,TRUE,-0.00888532990404155,0.662094744886289,0.671786267080515,0.99,1.26184364800296,TRUE,"Constant death"
0.01,0.4,1000,0.2,0.1,10,200,TRUE,-0.0455312813890908,0.234698771532794,0.63262600368978,0.494386503522204,1.21098369256844,TRUE,"Positive DD"
0.1,0.4,1000,0.2,0.1,10,200,TRUE,-0.0786868571997601,0.363210164626718,0.682326360968041,0.693500783185038,1.06045881507994,TRUE,"Positive DD"
0.3,0.4,1000,0.2,0.1,10,200,TRUE,-0.0953372119911939,0.392605708325633,0.66483076492804,0.777328451593559,1.21820153209564,TRUE,"Positive DD"
0.5,0.4,1000,0.2,0.1,10,200,TRUE,-0.0897127884930642,0.479044586794776,0.662566151540294,0.859337408666676,1.16472608719658,TRUE,"Positive DD"
0.7,0.4,1000,0.2,0.1,10,200,TRUE,-0.0540731365623704,0.592079063030478,0.668953979657883,0.92269716251959,1.23742525312121,TRUE,"Positive DD"
0.9,0.4,1000,0.2,0.1,10,200,TRUE,-0.025876498389325,0.600231423717681,0.632697878901563,0.979814212738157,1.31913281640454,TRUE,"Positive DD"
0.99,0.4,1000,0.2,0.1,10,200,TRUE,-0.00709788241925226,0.662705152567466,0.671530348782164,0.997591748605331,1.19893255706598,TRUE,"Positive DD"
0.01,1,1000,0.2,0.1,10,200,TRUE,-0.103302288325515,0.281169871847416,0.658778673975719,0.768025732630493,1.11295448173914,TRUE,"Positive DD"
0.1,1,1000,0.2,0.1,10,200,TRUE,-0.119352670044354,0.368926186111516,0.672688143540723,0.878172088663048,1.13550603909149,TRUE,"Positive DD"
0.3,1,1000,0.2,0.1,10,200,TRUE,-0.0871149308237563,0.518060399664174,0.661667875731102,0.925953724832365,1.24391662370213,TRUE,"Positive DD"
0.5,1,1000,0.2,0.1,10,200,TRUE,-0.0561198541686455,0.584418294514027,0.667940386568587,0.953496640022369,1.25757414380443,TRUE,"Positive DD"
0.7,1,1000,0.2,0.1,10,200,TRUE,-0.0349032085551348,0.620247092260954,0.666003434330811,0.981408050230528,1.04149827144641,TRUE,"Positive DD"
0.9,1,1000,0.2,0.1,10,200,TRUE,-0.00293727858730531,0.658432846624025,0.661857917647817,0.993413828111054,1.27259186877825,TRUE,"Positive DD"
0.99,1,1000,0.2,0.1,10,200,TRUE,0,0.660806404897504,0.660806404897504,0.999354147552527,1.28140119158163,TRUE,"Positive DD"
0.01,4,1000,0.2,0.1,10,200,TRUE,-0.109998708972972,0.393489674032472,0.665508360938767,0.841081016765719,1.10653590826697,TRUE,"Positive DD"
0.1,4,1000,0.2,0.1,10,200,TRUE,-0.094156336861413,0.497873773098027,0.669823518873991,0.913424659536106,1.13653946670452,TRUE,"Positive DD"
0.3,4,1000,0.2,0.1,10,200,TRUE,-0.0475090936354064,0.56885350739159,0.634644536704536,0.969919477175906,1.37424034492503,TRUE,"Positive DD"
0.5,4,1000,0.2,0.1,10,200,TRUE,-0.0224264048166921,0.658268526103591,0.686767323195668,0.979550590532045,1.18688304051551,TRUE,"Positive DD"
0.7,4,1000,0.2,0.1,10,200,TRUE,-0.0202701928827024,0.610739567075596,0.636221503462149,0.991873702728882,1.3164943010223,TRUE,"Positive DD"
0.9,4,1000,0.2,0.1,10,200,TRUE,-0.00151911497560988,0.653505017860494,0.655296118722595,0.997350793121043,1.19281105591729,TRUE,"Positive DD"
0.99,4,1000,0.2,0.1,10,200,TRUE,0,0.634186909914612,0.634186909914612,0.999818280241411,1.41770905493696,TRUE,"Positive DD"
0.01,-4,100,0.05,1,10,5,TRUE,NA,NA,0.381738991386626,4.6151536710641e-05,2.39714311001213,FALSE,"Negative DD"
0.1,-4,100,0.05,1,10,5,TRUE,NA,NA,0.530650409285923,0.000147900184007227,2.54573374497902,FALSE,"Negative DD"
0.3,-4,100,0.05,1,10,5,TRUE,NA,NA,0.453490252356033,6.75693506073385e-05,3.02714802805291,FALSE,"Negative DD"
0.5,-4,100,0.05,1,10,5,TRUE,0.012875890896156,0.999999999470555,0.462162382953253,0.00581129530407076,2.19277572567681,TRUE,"Negative DD"
0.7,-4,100,0.05,1,10,5,TRUE,-0.00180557071661928,0.124703606577161,0.535098163520456,0.00431379824273,2.49528101592937,TRUE,"Negative DD"
0.9,-4,100,0.05,1,10,5,TRUE,0.0395080138664494,0.999999998909924,0.466572104204474,0.0237461616274673,2.04405343116232,TRUE,"Negative DD"
0.99,-4,100,0.05,1,10,5,TRUE,0.0543948868511629,0.875433763021213,0.43304578510435,0.0381995541219241,2.14723888941078,TRUE,"Negative DD"
0.01,-1,100,0.05,1,10,5,TRUE,NA,NA,0.451765410980366,8.41010214750375e-05,2.50491732670638,FALSE,"Negative DD"
0.1,-1,100,0.05,1,10,5,TRUE,NA,NA,0.34731246608119,1.41708691470636e-05,3.68887945411394,FALSE,"Negative DD"
0.3,-1,100,0.05,1,10,5,TRUE,-0.00235222017536244,-11.9470837354298,0.461413193081805,0.00505892158453123,2.19722457733622,TRUE,"Negative DD"
0.5,-1,100,0.05,1,10,5,TRUE,NA,NA,0.456900033250696,0.00330849381263365,3.0682458377032,FALSE,"Negative DD"
0.7,-1,100,0.05,1,10,5,TRUE,0.00197581416787427,0.484688480789344,0.505352170880898,0.037932429098041,2.34133627987797,TRUE,"Negative DD"
0.9,-1,100,0.05,1,10,5,TRUE,0.0247907220832051,0.749978396421806,0.514613571100527,0.0570442369737978,2.4971949061326,TRUE,"Negative DD"
0.99,-1,100,0.05,1,10,5,TRUE,0.0055896878423733,0.540059526024732,0.495820547716153,0.114754299533672,2.45979598814364,TRUE,"Negative DD"
0.01,-0.4,100,0.05,1,10,5,TRUE,NA,NA,0.44960175634131,0.000904989344005273,2.70693661351486,FALSE,"Negative DD"
0.1,-0.4,100,0.05,1,10,5,TRUE,0.0135404149673088,0.718911162173762,0.510027751970371,0.0112337271653206,1.84366170832507,TRUE,"Negative DD"
0.3,-0.4,100,0.05,1,10,5,TRUE,0.0201894392216358,0.718911162173762,0.426337532272813,0.0194888264892511,1.61419241389304,TRUE,"Negative DD"
0.5,-0.4,100,0.05,1,10,5,TRUE,0.012028796240803,0.625026599496113,0.494051024805469,0.0900829177759773,2.33500886288933,TRUE,"Negative DD"
0.7,-0.4,100,0.05,1,10,5,TRUE,0.0051099120120397,0.432127851868743,0.387932750016697,0.0740737506743616,2.74263661253249,TRUE,"Negative DD"
0.9,-0.4,100,0.05,1,10,5,TRUE,-0.0432203667209557,0.390521766830651,0.530223281793558,0.460782252161521,2.80625337816889,TRUE,"Negative DD"
0.99,-0.4,100,0.05,1,10,5,TRUE,0.0624046138400475,0.616332278342199,0.511524787075598,0.478548476985714,2.76893049526871,TRUE,"Negative DD"
0.01,0,100,0.05,1,10,5,TRUE,0.00907526250802636,0.718911162173762,0.533797285449706,0.01,2.40153653611143,TRUE,"Constant death"
0.1,0,100,0.05,1,10,5,TRUE,-0.00849677135504829,-0.65059364083775,0.46529953729978,0.1,1.65558405163443,TRUE,"Constant death"
0.3,0,100,0.05,1,10,5,TRUE,-0.057888703835043,-0.537492050113533,0.29590150772899,0.3,1.52832249289019,TRUE,"Constant death"
0.5,0,100,0.05,1,10,5,TRUE,-0.0771814659191422,0.346918847233,0.534371688113951,0.5,2.17118346620523,TRUE,"Constant death"
0.7,0,100,0.05,1,10,5,TRUE,-0.121417137076966,0.184775924667111,0.459486555102895,0.7,2.89105668983144,TRUE,"Constant death"
0.9,0,100,0.05,1,10,5,TRUE,-0.0703282149699256,0.367965514772212,0.455361656433336,0.9,2.51477736935123,TRUE,"Constant death"
0.99,0,100,0.05,1,10,5,TRUE,0,0.510268323094731,0.510268323094731,0.99,2.45925578268326,TRUE,"Constant death"
0.01,0.4,100,0.05,1,10,5,TRUE,-0.155659201780125,0.0825453184267052,0.411469290183952,0.823224016428791,2.49102302934407,TRUE,"Positive DD"
0.1,0.4,100,0.05,1,10,5,TRUE,-0.133535719660189,0.138604005992142,0.5302245375118,0.669976768760782,2.5239011846575,TRUE,"Positive DD"
0.3,0.4,100,0.05,1,10,5,TRUE,-0.0849410494091593,0.326662247626107,0.480685146074971,0.779106200692852,2.51414315182362,TRUE,"Positive DD"
0.5,0.4,100,0.05,1,10,5,TRUE,-0.0724528478931225,0.208295377978571,0.301317832123287,0.990095797507187,1.52832249289019,TRUE,"Positive DD"
0.7,0.4,100,0.05,1,10,5,TRUE,-0.0637385721205955,0.399330184373452,0.494450943709395,0.953015493674958,2.48800748709519,TRUE,"Positive DD"
0.9,0.4,100,0.05,1,10,5,TRUE,-0.0333593954637991,0.494683662376175,0.53958216190286,0.986264567375067,2.17187670780053,TRUE,"Positive DD"
0.99,0.4,100,0.05,1,10,5,TRUE,0,0.504522326065205,0.504522326065205,0.998527630734174,2.64837458435728,TRUE,"Positive DD"
0.01,1,100,0.05,1,10,5,TRUE,-0.0417967655644742,0.390933971191374,0.44454103411146,0.961922791879155,2.03045977011978,TRUE,"Positive DD"
0.1,1,100,0.05,1,10,5,TRUE,-0.0482945360275433,0.448122682251244,0.503544627240441,0.912325231802775,2.57694302797745,TRUE,"Positive DD"
0.3,1,100,0.05,1,10,5,TRUE,-0.0259229693241709,0.448876954997769,0.481922518337088,0.978827686876387,2.78028163690647,TRUE,"Positive DD"
0.5,1,100,0.05,1,10,5,TRUE,-0.0349875939074718,0.40179290046514,0.44910850222587,0.982495046883495,1.91667255002002,TRUE,"Positive DD"
0.7,1,100,0.05,1,10,5,TRUE,-0.0117083686681808,0.464543732876689,0.478783152434018,0.992801651987404,2.39668579385152,TRUE,"Positive DD"
0.9,1,100,0.05,1,10,5,TRUE,0,0.461845390190151,0.461845390190151,0.997841751177028,1.83227203795089,TRUE,"Positive DD"
0.99,1,100,0.05,1,10,5,TRUE,0,0.374612276940929,0.374612276940929,0.999933407440527,3.16752712574903,TRUE,"Positive DD"
0.01,4,100,0.05,1,10,5,TRUE,-0.0273957888371978,0.465054790863371,0.497453383196223,0.965186835636368,2.71242279269581,TRUE,"Positive DD"
0.1,4,100,0.05,1,10,5,TRUE,-0.0257333003762156,0.472823476684028,0.506101083400972,0.978437013471697,1.97294934484394,TRUE,"Positive DD"
0.3,4,100,0.05,1,10,5,TRUE,0,0.494318197651127,0.494318197651127,0.994475418905535,2.71030900242596,TRUE,"Positive DD"
0.5,4,100,0.05,1,10,5,TRUE,-0.0153678558104535,0.445992250294672,0.464955340387101,0.993875527123279,2.26673294717021,TRUE,"Positive DD"
0.7,4,100,0.05,1,10,5,TRUE,0,0.306843199961753,0.306843199961753,0.998806487760779,2.83666163358575,TRUE,"Positive DD"
0.9,4,100,0.05,1,10,5,TRUE,0,0.480408000313919,0.480408000313919,0.999318557837576,2.3063886941612,TRUE,"Positive DD"
0.99,4,100,0.05,1,10,5,TRUE,0,0.500699695586594,0.500699695586594,0.999918924020396,2.03380014004337,TRUE,"Positive DD"
0.01,-4,1000,0.05,1,10,50,TRUE,NA,NA,0.456179561155236,6.71282314717353e-05,1.99956530945276,FALSE,"Negative DD"
0.1,-4,1000,0.05,1,10,50,TRUE,NA,NA,0.408918297815735,0.000578325080210864,2.20821788347707,FALSE,"Negative DD"
0.3,-4,1000,0.05,1,10,50,TRUE,NA,NA,0.515915117156234,0.00305038414609957,1.66735624237113,FALSE,"Negative DD"
0.5,-4,1000,0.05,1,10,50,TRUE,0.00143849056157766,0.531075396509284,0.476135059258143,0.00466501779136763,1.93410349568516,TRUE,"Negative DD"
0.7,-4,1000,0.05,1,10,50,TRUE,0.0192958711671176,0.964225459245989,0.484827164040955,0.00993257202498652,1.94611704807042,TRUE,"Negative DD"
0.9,-4,1000,0.05,1,10,50,TRUE,0.0219706534646532,0.890712180672942,0.443077255043801,0.0186123688143982,2.15589522979635,TRUE,"Negative DD"
0.99,-4,1000,0.05,1,10,50,TRUE,0.0358527096100363,0.8095031276867,0.492431587413934,0.0450434442456886,2.22920531894019,TRUE,"Negative DD"
0.01,-1,1000,0.05,1,10,50,TRUE,NA,NA,0.5522239616665,0.00015217914066892,1.03722820254281,FALSE,"Negative DD"
0.1,-1,1000,0.05,1,10,50,TRUE,-0.000115700188574757,0.124703606577161,0.432708062323806,0.00168354949461757,2.40281701314004,TRUE,"Negative DD"
0.3,-1,1000,0.05,1,10,50,TRUE,0.0038282227021269,0.749978396421806,0.508805390612109,0.00695373439874862,2.09675441222655,TRUE,"Negative DD"
0.5,-1,1000,0.05,1,10,50,TRUE,0.0212972716931147,0.916731933651759,0.444359432194314,0.0147625922460273,1.71077432834418,TRUE,"Negative DD"
0.7,-1,1000,0.05,1,10,50,TRUE,0.0181140999089879,0.710557354338188,0.47758419235287,0.0208332906438724,1.96230787861909,TRUE,"Negative DD"
0.9,-1,1000,0.05,1,10,50,TRUE,0.0410831842463871,0.778956126888278,0.503003448875581,0.0538848603054654,2.04026655492913,TRUE,"Negative DD"
0.99,-1,1000,0.05,1,10,50,TRUE,0.0540238667697814,0.686314516418205,0.486439845883832,0.124724012557279,2.16142888939225,TRUE,"Negative DD"
0.01,-0.4,1000,0.05,1,10,50,TRUE,NA,NA,0.473760164738218,0.000687487457633455,2.05799652270267,FALSE,"Negative DD"
0.1,-0.4,1000,0.05,1,10,50,TRUE,0.00172040877376148,0.416263517635664,0.492158684104332,0.00922602546748896,1.95889859368272,TRUE,"Negative DD"
0.3,-0.4,1000,0.05,1,10,50,TRUE,0.00160420073718891,0.466696246916004,0.484513168916591,0.0397523792064602,2.08611793429587,TRUE,"Negative DD"
0.5,-0.4,1000,0.05,1,10,50,TRUE,0.0151919828205934,0.545058922009785,0.482095560988127,0.0508597403539969,1.93619825942368,TRUE,"Negative DD"
0.7,-0.4,1000,0.05,1,10,50,TRUE,0.0327525842830904,0.652523556478902,0.437882937155517,0.0863299062521556,2.16874856897633,TRUE,"Negative DD"
0.9,-0.4,1000,0.05,1,10,50,TRUE,0.0754045188862351,0.647035791639814,0.518524822426441,0.206732041278016,2.07334038995949,TRUE,"Negative DD"
