"alpha","beta","N.tot","S.frac","sigma","cv.abund","alpha.const","S.tot","slope.P","slope.E","slope.S1","mean.P.minus","mean.log.abund","E.happened","type"
0.5,-0.4,100,0.05,1,0.1,FALSE,5,-0.0272077016801492,0.329974507966289,0.525933392012359,0.172829831141834,2.95771192473141,TRUE,"Negative DD"
0.5,0,100,0.05,1,0.1,FALSE,5,-0.114341487915655,0.154444923381204,0.519912596837204,0.578573690206744,2.98083066311898,TRUE,"Constant death"
0.5,0.4,100,0.05,1,0.1,FALSE,5,-0.0650752746785866,0.351115871396812,0.508104689910709,0.606067600551796,2.97298652048832,TRUE,"Positive DD"
0.5,1,100,0.05,1,0.1,FALSE,5,0,0.50460336814084,0.50460336814084,0.997777817714826,2.95033960607058,TRUE,"Positive DD"
0.5,4,100,0.05,1,0.1,FALSE,5,0,0.504597343026112,0.504597343026112,0.999998236789435,2.98497298863286,TRUE,"Positive DD"
0.5,-4,1000,0.05,1,0.1,FALSE,50,NA,NA,0.511279115901347,3.04415898806609e-05,2.9656822040226,FALSE,"Negative DD"
0.5,-1,1000,0.05,1,0.1,FALSE,50,0.000125297552464887,0.568561276700378,0.506998583894616,0.00420751062264697,2.97477182159206,TRUE,"Negative DD"
0.5,-0.4,1000,0.05,1,0.1,FALSE,50,-0.0389650791449995,0.233658148513563,0.510965212440699,0.227671274053696,2.97279319083423,TRUE,"Negative DD"
0.5,0,1000,0.05,1,0.1,FALSE,50,-0.0750388113324599,0.313694097514467,0.509186983359614,0.564135692863436,2.95714212760723,TRUE,"Constant death"
0.5,0.4,1000,0.05,1,0.1,FALSE,50,-0.081956702033727,0.358414419116528,0.512620711087344,0.779419008514809,2.9670720273853,TRUE,"Positive DD"
0.5,1,1000,0.05,1,0.1,FALSE,50,-0.0043788871005418,0.504763491453909,0.510011780096462,0.996611098317252,2.96658389386471,TRUE,"Positive DD"
0.5,4,1000,0.05,1,0.1,FALSE,50,0,0.51340287835649,0.51340287835649,0.999991056974004,2.96325365297218,TRUE,"Positive DD"
0.5,-4,100,0.1,1,0.1,FALSE,10,-0.00303734177620888,-0.446184560382118,0.664554804895554,0.00230274240681239,2.2174869621982,TRUE,"Negative DD"
0.5,-1,100,0.1,1,0.1,FALSE,10,-0.0101628145344891,0.0222012647520462,0.677923955380231,0.0374691338111358,2.26262718252771,TRUE,"Negative DD"
0.5,-0.4,100,0.1,1,0.1,FALSE,10,-0.0373817991709995,0.569613368902198,0.667204032183925,0.467511014536339,2.25676680396594,TRUE,"Negative DD"
0.5,0,100,0.1,1,0.1,FALSE,10,-0.0398835906214703,0.520250686740487,0.660921803180378,0.474852715434879,2.26363221611306,TRUE,"Constant death"
0.5,0.4,100,0.1,1,0.1,FALSE,10,-0.0714146216309617,0.451581507428711,0.673546808970061,0.526125209018056,2.27032328664133,TRUE,"Positive DD"
0.5,1,100,0.1,1,0.1,FALSE,10,-0.00992609674622305,0.652021140670817,0.665271786856621,0.931736271101664,2.25427961031198,TRUE,"Positive DD"
0.5,4,100,0.1,1,0.1,FALSE,10,0,0.679845744121101,0.679845744121101,0.998666631975493,2.26861118256332,TRUE,"Positive DD"
0.5,-4,1000,0.1,1,0.1,FALSE,100,-0.000656357244117268,0.614348944659567,0.662287706666997,0.00670250252259536,2.24559893209856,TRUE,"Negative DD"
0.5,-1,1000,0.1,1,0.1,FALSE,100,-0.00543271393512233,0.519967718110596,0.670599899757959,0.0757811210616413,2.23743514141311,TRUE,"Negative DD"
0.5,-0.4,1000,0.1,1,0.1,FALSE,100,-0.0423558690529017,0.462790004144071,0.666702837120985,0.347427754954266,2.25287548922548,TRUE,"Negative DD"
0.5,0,1000,0.1,1,0.1,FALSE,100,-0.0516741390788148,0.492635507843265,0.665753094048366,0.492376625382579,2.23644558864685,TRUE,"Constant death"
0.5,0.4,1000,0.1,1,0.1,FALSE,100,-0.0356189256423307,0.580518824661313,0.676764804905598,0.59227768451672,2.26832597080645,TRUE,"Positive DD"
0.5,1,1000,0.1,1,0.1,FALSE,100,-0.0177486495638845,0.638959854523136,0.66660233095294,0.932969993327712,2.23804879437873,TRUE,"Positive DD"
0.5,4,1000,0.1,1,0.1,FALSE,100,-0.00283179529428207,0.654866290915587,0.658849076151989,0.992444646466425,2.23998817839849,TRUE,"Positive DD"
0.5,-4,100,0.2,1,0.1,FALSE,20,0.00355826708584496,0.851277771675379,0.809042579670103,0.0525002942728701,1.48274536896651,TRUE,"Negative DD"
0.5,-1,100,0.2,1,0.1,FALSE,20,-0.00595267999450903,0.689951300041591,0.781897025293846,0.104352612643934,1.44356604746003,TRUE,"Negative DD"
0.5,-0.4,100,0.2,1,0.1,FALSE,20,-0.0234937185535788,0.709319467406795,0.833314112573991,0.304452133853831,1.52034475299566,TRUE,"Negative DD"
0.5,0,100,0.2,1,0.1,FALSE,20,-0.0233464736837645,0.724828321056588,0.778021842259321,0.6125606853473,1.47312167255361,TRUE,"Constant death"
0.5,0.4,100,0.2,1,0.1,FALSE,20,-0.0300643438161009,0.694829050785114,0.791152408064681,0.532956832289596,1.49039071941961,TRUE,"Positive DD"
0.5,1,100,0.2,1,0.1,FALSE,20,-0.00699014003221357,0.776735974939084,0.794708887165559,0.827909662802086,1.54753812454402,TRUE,"Positive DD"
0.5,4,100,0.2,1,0.1,FALSE,20,-0.00411112001532009,0.79905514889499,0.805190547847406,0.933106473182566,1.52420423493021,TRUE,"Positive DD"
0.5,-4,1000,0.2,1,0.1,FALSE,200,-0.00327971904109838,0.722569999700245,0.795046387057778,0.0523574084383475,1.48721916792466,TRUE,"Negative DD"
0.5,-1,1000,0.2,1,0.1,FALSE,200,-0.00726299106836319,0.749479811151922,0.805904594747056,0.198263796919366,1.47316087200606,TRUE,"Negative DD"
0.5,-0.4,1000,0.2,1,0.1,FALSE,200,-0.0182722064951639,0.748676721804444,0.815462742116693,0.43510398789942,1.51637906141295,TRUE,"Negative DD"
0.5,0,1000,0.2,1,0.1,FALSE,200,-0.0271563992263925,0.711511246068431,0.797238789043774,0.500201009682645,1.48275677964983,TRUE,"Constant death"
0.5,0.4,1000,0.2,1,0.1,FALSE,200,-0.0236989436179779,0.730287554476474,0.797542109194987,0.585110380517871,1.48846918793197,TRUE,"Positive DD"
0.5,1,1000,0.2,1,0.1,FALSE,200,-0.0253459325892187,0.747921813356918,0.799809574176115,0.803717374479342,1.49390198625417,TRUE,"Positive DD"
0.5,4,1000,0.2,1,0.1,FALSE,200,-0.00580572077359998,0.784719256195344,0.793967510887472,0.949825110264873,1.52951810661157,TRUE,"Positive DD"
0.5,-4,100,0.05,0.01,1,FALSE,5,0.0216404256133344,0.999999999470555,0.928465186862207,0.00841234696117034,2.21829668046778,TRUE,"Negative DD"
0.5,-1,100,0.05,0.01,1,FALSE,5,NA,NA,0.93099279773006,0.014782263586941,2.56545881730371,FALSE,"Negative DD"
0.5,-0.4,100,0.05,0.01,1,FALSE,5,-0.0196731141939404,-11.9470837354298,0.87367870785054,0.234653777411729,2.86520762746389,TRUE,"Negative DD"
0.5,0,100,0.05,0.01,1,FALSE,5,-0.00480898346962986,0.943892426142366,0.928465186862207,0.498386141038779,2.77419964871629,TRUE,"Constant death"
0.5,0.4,100,0.05,0.01,1,FALSE,5,-0.00278702451080821,0.791458151390003,0.83272435811971,0.787362492161617,2.78732427674267,TRUE,"Positive DD"
0.5,1,100,0.05,0.01,1,FALSE,5,0.00480898346962986,0.957287710713197,0.954576963383586,0.99430239366152,2.85926708516832,TRUE,"Positive DD"
0.5,4,100,0.05,0.01,1,FALSE,5,0,0.924705506651724,0.924705506651724,0.993847935607217,2.40904904243302,TRUE,"Positive DD"
0.5,-4,1000,0.05,0.01,1,FALSE,50,0.00223233977242416,0.999999999470555,0.883859999969604,0.00396946070742335,2.59955302515223,TRUE,"Negative DD"
0.5,-1,1000,0.05,0.01,1,FALSE,50,0.00237234612338693,0.999999999470555,0.888327566800397,0.0359494197855273,2.69220953880353,TRUE,"Negative DD"
0.5,-0.4,1000,0.05,0.01,1,FALSE,50,-0.00486070723005888,0.7447985128589,0.877613648682733,0.175006230071461,2.60320976003263,TRUE,"Negative DD"
0.5,0,1000,0.05,0.01,1,FALSE,50,-0.021948341334126,0.751011628715685,0.881228033481667,0.539018429642925,2.66701330740488,TRUE,"Constant death"
0.5,0.4,1000,0.05,0.01,1,FALSE,50,-0.0454721105176454,0.773829505745659,0.895808644617508,0.817123918205289,2.60227352286199,TRUE,"Positive DD"
0.5,1,1000,0.05,0.01,1,FALSE,50,-0.019874101641299,0.848121925226492,0.868293470957117,0.97848178857871,2.56531662735123,TRUE,"Positive DD"
0.5,4,1000,0.05,0.01,1,FALSE,50,-0.00203391717704607,0.879375146939484,0.881228033481667,0.998994645427507,2.66257598439017,TRUE,"Positive DD"
0.5,-4,100,0.1,0.01,1,FALSE,10,NA,NA,0.926004524368551,0.0270309187000415,1.89878646215156,FALSE,"Negative DD"
0.5,-1,100,0.1,0.01,1,FALSE,10,NA,NA,0.89079652078056,0.056674927983589,1.9319146999499,FALSE,"Negative DD"
0.5,-0.4,100,0.1,0.01,1,FALSE,10,-0.00122956963712127,0.971088094895632,0.973642580626146,0.234364398398986,1.75396693142197,TRUE,"Negative DD"
0.5,0,100,0.1,0.01,1,FALSE,10,-0.0506612084485676,0.501666784893665,0.849952862806842,0.406711696976144,1.98663015669966,TRUE,"Constant death"
0.5,0.4,100,0.1,0.01,1,FALSE,10,-0.0746353273650699,0.520300363656884,0.883817300013858,0.818357525301458,1.88473592484597,TRUE,"Positive DD"
0.5,1,100,0.1,0.01,1,FALSE,10,-0.0190485708861963,0.914947101694315,0.927594206047749,0.936922070977836,1.97152807801782,TRUE,"Positive DD"
0.5,4,100,0.1,0.01,1,FALSE,10,-0.0162303192100008,0.879818136532967,0.900757062144433,0.980057339197808,2.04464050031262,TRUE,"Positive DD"
0.5,-4,1000,0.1,0.01,1,FALSE,100,-0.00112629023767999,0.882990190480965,0.894458459512082,0.0171574703033097,1.81745543631249,TRUE,"Negative DD"
0.5,-1,1000,0.1,0.01,1,FALSE,100,-0.00217047731782795,0.805806213150561,0.878679157996655,0.0597463342346505,2.00235259461726,TRUE,"Negative DD"
0.5,-0.4,1000,0.1,0.01,1,FALSE,100,-0.0150937775593583,0.794381987701459,0.882097780737695,0.254940470040865,1.97430046832262,TRUE,"Negative DD"
0.5,0,1000,0.1,0.01,1,FALSE,100,-0.0260149927906115,0.6541833340815,0.899950996396018,0.412796340113464,1.95448031069126,TRUE,"Constant death"
0.5,0.4,1000,0.1,0.01,1,FALSE,100,-0.0408724689105507,0.776386465952699,0.901394350761101,0.719879994483827,1.89408115912595,TRUE,"Positive DD"
0.5,1,1000,0.1,0.01,1,FALSE,100,-0.0363267860912732,0.848050181602293,0.89793264130122,0.931601197328261,1.81674651165664,TRUE,"Positive DD"
0.5,4,1000,0.1,0.01,1,FALSE,100,-0.0158038920283142,0.877774474404545,0.894983832903087,0.984075015050994,1.92783686675523,TRUE,"Positive DD"
0.5,-4,100,0.2,0.01,1,FALSE,20,0.00468203825381667,0.999999999470555,0.900863848653789,0.053226640970126,1.50430787437114,TRUE,"Negative DD"
0.5,-1,100,0.2,0.01,1,FALSE,20,-0.00286249016049397,0.943892426038389,0.945434407452504,0.0850706223796344,1.40132883877892,TRUE,"Negative DD"
0.5,-0.4,100,0.2,0.01,1,FALSE,20,-0.0197593997825103,0.871443897242127,0.916074430156329,0.353076771840205,1.52666830792856,TRUE,"Negative DD"
0.5,0,100,0.2,0.01,1,FALSE,20,-0.0210391397295267,0.847794843430283,0.890552214615202,0.697992922351975,1.54870909907218,TRUE,"Constant death"
0.5,0.4,100,0.2,0.01,1,FALSE,20,-0.0463453995161389,0.768555952697065,0.909637796320629,0.745171251092159,1.56828769693957,TRUE,"Positive DD"
0.5,1,100,0.2,0.01,1,FALSE,20,-0.0210882763176551,0.841790668402786,0.878539403011191,0.926794447099702,1.3729773845488,TRUE,"Positive DD"
0.5,4,100,0.2,0.01,1,FALSE,20,-0.00417838544786463,0.883936621302359,0.889171462419181,0.954830171464965,1.3126337797026,TRUE,"Positive DD"
0.5,-4,1000,0.2,0.01,1,FALSE,200,0.00127907332485551,0.896362918870337,0.927678144101888,0.0466034296841077,1.33633126070815,TRUE,"Negative DD"
0.5,-1,1000,0.2,0.01,1,FALSE,200,-0.00634831519213076,0.877876261335407,0.928344289678886,0.145229656793583,1.3617865318091,TRUE,"Negative DD"
0.5,-0.4,1000,0.2,0.01,1,FALSE,200,-0.0098380056810165,0.894765923690371,0.93054946194717,0.375861496160586,1.37338238528002,TRUE,"Negative DD"
0.5,0,1000,0.2,0.01,1,FALSE,200,-0.0166245035634697,0.89543602389619,0.935982323252212,0.483915128149921,1.31205939472748,TRUE,"Constant death"
0.5,0.4,1000,0.2,0.01,1,FALSE,200,-0.0161284120761031,0.901339462129763,0.93495325498092,0.646359034172307,1.3068608372124,TRUE,"Positive DD"
0.5,1,1000,0.2,0.01,1,FALSE,200,-0.0272792214821647,0.884627373163261,0.924638489662815,0.843597608513303,1.37840865796732,TRUE,"Positive DD"
0.5,4,1000,0.2,0.01,1,FALSE,200,-0.0199286530777219,0.912446712952931,0.933305070074335,0.940121110169834,1.29340546397112,TRUE,"Positive DD"
0.5,-4,100,0.05,0.1,1,FALSE,5,-0.00567629280506166,-0.446184560382118,0.360888573761981,0.0186085422762694,2.75018160695572,TRUE,"Negative DD"
